Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/22/2019,AQS,490353006,4,2.6,ug/m3 LC,11,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/23/2019,AQS,490353006,4,3.8,ug/m3 LC,16,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/24/2019,AQS,490353006,4,4.8,ug/m3 LC,20,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/25/2019,AQS,490353006,4,3.7,ug/m3 LC,15,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/26/2019,AQS,490353006,4,4.5,ug/m3 LC,19,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/27/2019,AQS,490353006,4,5,ug/m3 LC,21,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/28/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/29/2019,AQS,490353006,4,3.5,ug/m3 LC,15,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/30/2019,AQS,490353006,4,4.4,ug/m3 LC,18,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/1/2019,AQS,490353006,4,5,ug/m3 LC,21,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/2/2019,AQS,490353006,4,4.1,ug/m3 LC,17,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/3/2019,AQS,490353006,4,5.7,ug/m3 LC,24,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/4/2019,AQS,490353006,4,4.7,ug/m3 LC,20,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/5/2019,AQS,490353006,4,3.4,ug/m3 LC,14,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/6/2019,AQS,490353006,4,4.3,ug/m3 LC,18,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/7/2019,AirNow,490353006,4,9.5,ug/m3 LC,40,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/8/2019,AQS,490353006,4,6.3,ug/m3 LC,26,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/9/2019,AQS,490353006,4,3.6,ug/m3 LC,15,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/10/2019,AQS,490353006,4,2.8,ug/m3 LC,12,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/11/2019,AQS,490353006,4,4.6,ug/m3 LC,19,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/12/2019,AQS,490353006,4,6.8,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/13/2019,AQS,490353006,4,6.6,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/14/2019,AQS,490353006,4,6.6,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/15/2019,AQS,490353006,4,7.2,ug/m3 LC,30,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/16/2019,AQS,490353006,4,7.6,ug/m3 LC,32,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/17/2019,AQS,490353006,4,8.5,ug/m3 LC,35,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/18/2019,AQS,490353006,4,4.4,ug/m3 LC,18,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/19/2019,AQS,490353006,4,2.8,ug/m3 LC,12,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/20/2019,AQS,490353006,4,2.5,ug/m3 LC,10,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/21/2019,AQS,490353006,4,2.6,ug/m3 LC,11,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/22/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/23/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/24/2019,AQS,490353006,4,3.4,ug/m3 LC,14,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/25/2019,AQS,490353006,4,5.9,ug/m3 LC,25,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/26/2019,AQS,490353006,4,5.1,ug/m3 LC,21,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/27/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/28/2019,AQS,490353006,4,2.5,ug/m3 LC,10,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/29/2019,AQS,490353006,4,2.6,ug/m3 LC,11,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/30/2019,AQS,490353006,4,3.3,ug/m3 LC,14,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/31/2019,AQS,490353006,4,7.7,ug/m3 LC,32,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/1/2019,AQS,490353006,4,11.4,ug/m3 LC,48,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/2/2019,AQS,490353006,4,11.2,ug/m3 LC,47,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/3/2019,AQS,490353006,4,19.2,ug/m3 LC,66,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/4/2019,AQS,490353006,4,13.7,ug/m3 LC,54,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/5/2019,AQS,490353006,4,12.3,ug/m3 LC,51,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/6/2019,AQS,490353006,4,8.6,ug/m3 LC,36,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/7/2019,AQS,490353006,4,15.8,ug/m3 LC,59,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/8/2019,AQS,490353006,4,11.4,ug/m3 LC,48,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/9/2019,AQS,490353006,4,11.4,ug/m3 LC,48,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/10/2019,AQS,490353006,4,10.9,ug/m3 LC,45,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/11/2019,AQS,490353006,4,5.2,ug/m3 LC,22,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/12/2019,AQS,490353006,4,7.2,ug/m3 LC,30,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/13/2019,AQS,490353006,4,8.1,ug/m3 LC,34,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/14/2019,AQS,490353006,4,8.7,ug/m3 LC,36,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/15/2019,AQS,490353006,4,14.2,ug/m3 LC,55,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/16/2019,AQS,490353006,4,8,ug/m3 LC,33,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/17/2019,AQS,490353006,4,5.9,ug/m3 LC,25,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/18/2019,AQS,490353006,4,7.7,ug/m3 LC,32,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/19/2019,AQS,490353006,4,13.3,ug/m3 LC,54,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/20/2019,AQS,490353006,4,10.8,ug/m3 LC,45,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/21/2019,AQS,490353006,4,1.3,ug/m3 LC,5,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/22/2019,AQS,490353006,4,7.2,ug/m3 LC,30,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/23/2019,AQS,490353006,4,4.9,ug/m3 LC,20,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/24/2019,AQS,490353006,4,10.7,ug/m3 LC,45,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/25/2019,AQS,490353006,4,6.7,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/26/2019,AQS,490353006,4,4.3,ug/m3 LC,18,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/27/2019,AQS,490353006,4,4.6,ug/m3 LC,19,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/28/2019,AQS,490353006,4,6.4,ug/m3 LC,27,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/29/2019,AQS,490353006,4,3.8,ug/m3 LC,16,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/30/2019,AQS,490353006,4,4.6,ug/m3 LC,19,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/1/2019,AQS,490353006,4,8.2,ug/m3 LC,34,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/2/2019,AQS,490353006,4,27.3,ug/m3 LC,83,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/3/2019,AQS,490353006,4,36.7,ug/m3 LC,104,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/4/2019,AQS,490353006,4,45.2,ug/m3 LC,125,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/5/2019,AQS,490353006,4,34.3,ug/m3 LC,98,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/6/2019,AQS,490353006,4,22.8,ug/m3 LC,74,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/7/2019,AQS,490353006,4,9.1,ug/m3 LC,38,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/8/2019,AQS,490353006,4,6.7,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/9/2019,AQS,490353006,4,5.9,ug/m3 LC,25,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/10/2019,AQS,490353006,4,8.2,ug/m3 LC,34,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/11/2019,AQS,490353006,4,11.3,ug/m3 LC,47,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/12/2019,AQS,490353006,4,6.7,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/13/2019,AQS,490353006,4,2.5,ug/m3 LC,10,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/14/2019,AQS,490353006,4,2.7,ug/m3 LC,11,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/15/2019,AQS,490353006,4,3.7,ug/m3 LC,15,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/16/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/17/2019,AQS,490353006,4,7.5,ug/m3 LC,31,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/18/2019,AQS,490353006,4,13.6,ug/m3 LC,54,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/19/2019,AQS,490353006,4,27.6,ug/m3 LC,84,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/20/2019,AQS,490353006,4,18.9,ug/m3 LC,65,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/21/2019,AQS,490353006,4,24.9,ug/m3 LC,78,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/22/2019,AQS,490353006,4,2.7,ug/m3 LC,11,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/23/2019,AQS,490353006,4,3.7,ug/m3 LC,15,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/24/2019,AQS,490353006,4,3,ug/m3 LC,13,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/25/2019,AQS,490353006,4,5.7,ug/m3 LC,24,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/26/2019,AQS,490353006,4,6.6,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/27/2019,AQS,490353006,4,6.6,ug/m3 LC,28,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/28/2019,AQS,490353006,4,2.8,ug/m3 LC,12,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/29/2019,AQS,490353006,4,4.1,ug/m3 LC,17,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/30/2019,AQS,490353006,4,11.5,ug/m3 LC,48,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/31/2019,AQS,490353006,4,10.5,ug/m3 LC,44,Hawthorne,1,100,88101,PM2.5 - Local Conditions,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
